Account name,Date,Transaction type,Transaction number,Name,Description,Full name,Account name,Amount line,Balance
PayPal Bank 3,09/22/2023,Deposit,87U90035DD569521H,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 87U90035DD569521H
https://www.paypal.com/activity/payment/87U90035DD569521H",PayPal Bank 3,--,$95.12,"$931,718.62"
Donations directed by individuals,09/22/2023,Deposit,87U90035DD569521H,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00,"$931,818.62"
PayPal Fees,09/22/2023,Deposit,87U90035DD569521H,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.88,"$931,823.50"
PayPal Bank 3,09/22/2023,Deposit,97145798B2760835A,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 97145798B2760835A
https://www.paypal.com/activity/payment/97145798B2760835A",PayPal Bank 3,--,$18.76,"$931,842.26"
Donations directed by individuals,09/22/2023,Deposit,97145798B2760835A,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.13,"$931,862.39"
PayPal Fees,09/22/2023,Deposit,97145798B2760835A,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.37,"$931,863.76"
PayPal Bank 3,09/22/2023,Deposit,2PP205596H2017815,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 2PP205596H2017815
https://www.paypal.com/activity/payment/2PP205596H2017815",PayPal Bank 3,--,$98.45,"$931,962.21"
Donations directed by individuals,09/22/2023,Deposit,2PP205596H2017815,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48,"$932,065.69"
PayPal Fees,09/22/2023,Deposit,2PP205596H2017815,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$5.03,"$932,070.72"
PayPal Bank 3,09/22/2023,Deposit,5SJ16692JX3980733,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 5SJ16692JX3980733
https://www.paypal.com/activity/payment/5SJ16692JX3980733",PayPal Bank 3,--,$95.12,"$932,165.84"
Donations directed by individuals,09/22/2023,Deposit,5SJ16692JX3980733,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00,"$932,265.84"
PayPal Fees,09/22/2023,Deposit,5SJ16692JX3980733,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.88,"$932,270.72"
PayPal Bank 3,09/22/2023,Deposit,414303331B325381E,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 414303331B325381E
https://www.paypal.com/activity/payment/414303331B325381E",PayPal Bank 3,--,$49.22,"$932,319.94"
Donations directed by individuals,09/22/2023,Deposit,414303331B325381E,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99,"$932,371.93"
PayPal Fees,09/22/2023,Deposit,414303331B325381E,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.77,"$932,374.70"
PayPal Bank 3,09/22/2023,Deposit,56912678J0340682A,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 56912678J0340682A
https://www.paypal.com/activity/payment/56912678J0340682A",PayPal Bank 3,--,$29.53,"$932,404.23"
Donations directed by individuals,09/22/2023,Deposit,56912678J0340682A,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$31.40,"$932,435.63"
PayPal Fees,09/22/2023,Deposit,56912678J0340682A,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.87,"$932,437.50"
PayPal Bank 3,09/22/2023,Deposit,8AU693557U5823319,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 8AU693557U5823319
https://www.paypal.com/activity/payment/8AU693557U5823319",PayPal Bank 3,--,$23.41,"$932,460.91"
Donations directed by individuals,09/22/2023,Deposit,8AU693557U5823319,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$25.00,"$932,485.91"
PayPal Fees,09/22/2023,Deposit,8AU693557U5823319,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.59,"$932,487.50"
PayPal Bank 3,09/22/2023,Deposit,1PU57320VG757193X,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 1PU57320VG757193X
https://www.paypal.com/activity/payment/1PU57320VG757193X",PayPal Bank 3,--,$193.73,"$932,681.23"
Donations directed by individuals,09/22/2023,Deposit,1PU57320VG757193X,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$200.00,"$932,881.23"
PayPal Fees,09/22/2023,Deposit,1PU57320VG757193X,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$6.27,"$932,887.50"
PayPal Bank 3,09/22/2023,Deposit,9HF07209AB748654D,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 9HF07209AB748654D
https://www.paypal.com/activity/payment/9HF07209AB748654D",PayPal Bank 3,--,$13.85,"$932,901.35"
Donations directed by individuals,09/22/2023,Deposit,9HF07209AB748654D,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$15.00,"$932,916.35"
PayPal Fees,09/22/2023,Deposit,9HF07209AB748654D,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.15,"$932,917.50"
PayPal Bank 3,09/22/2023,Deposit,3UE288781G148082U,08 VICTORY DRONES RESTR,"Subject: VictoryDrones
Note: На люті пташки! Дякую за працю!
Transaction ID: 3UE288781G148082U
https://www.paypal.com/activity/payment/3UE288781G148082U",PayPal Bank 3,--,$95.12,"$933,012.62"
Donations directed by individuals,09/22/2023,Deposit,3UE288781G148082U,08 VICTORY DRONES RESTR,VICTORY DRONES - VICTORY DRONES,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00,"$933,112.62"
PayPal Fees,09/22/2023,Deposit,3UE288781G148082U,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.88,"$933,117.50"
PayPal Bank 3,09/22/2023,Deposit,3MC108999N613834D,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 3MC108999N613834D
https://www.paypal.com/activity/payment/3MC108999N613834D",PayPal Bank 3,--,$95.12,"$933,212.62"
Donations directed by individuals,09/22/2023,Deposit,3MC108999N613834D,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00,"$933,312.62"
PayPal Fees,09/22/2023,Deposit,3MC108999N613834D,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.88,"$933,317.50"
PayPal Bank 3,09/22/2023,Deposit,46P43942CU036045U,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 46P43942CU036045U
https://www.paypal.com/activity/payment/46P43942CU036045U",PayPal Bank 3,--,$10.00,"$933,327.50"
Donations directed by individuals,09/22/2023,Deposit,46P43942CU036045U,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.80,"$933,338.30"
PayPal Fees,09/22/2023,Deposit,46P43942CU036045U,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.80,"$933,339.10"
PayPal Bank 3,09/22/2023,Deposit,90K96459BH218545B,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 90K96459BH218545B
https://www.paypal.com/activity/payment/90K96459BH218545B",PayPal Bank 3,--,$190.73,"$933,529.83"
Donations directed by individuals,09/22/2023,Deposit,90K96459BH218545B,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$200.00,"$933,729.83"
PayPal Fees,09/22/2023,Deposit,90K96459BH218545B,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$9.27,"$933,739.10"
PayPal Bank 3,09/22/2023,Deposit,72T026395J0754219,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Note: На пташечки
Transaction ID: 72T026395J0754219
https://www.paypal.com/activity/payment/72T026395J0754219",PayPal Bank 3,--,$50.00,"$933,789.10"
Donations directed by individuals,09/22/2023,Deposit,72T026395J0754219,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99,"$933,841.09"
PayPal Fees,09/22/2023,Deposit,72T026395J0754219,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99,"$933,843.08"
PayPal Bank 3,09/22/2023,Deposit,6PH47666TJ3417207,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 6PH47666TJ3417207
https://www.paypal.com/activity/payment/6PH47666TJ3417207",PayPal Bank 3,--,$50.00,"$933,893.08"
Donations directed by individuals,09/22/2023,Deposit,6PH47666TJ3417207,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99,"$933,945.07"
PayPal Fees,09/22/2023,Deposit,6PH47666TJ3417207,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99,"$933,947.06"
PayPal Bank 3,09/22/2023,Deposit,2KA19732R7523321V,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 2KA19732R7523321V
https://www.paypal.com/activity/payment/2KA19732R7523321V",PayPal Bank 3,--,$96.62,"$934,043.68"
Donations directed by individuals,09/22/2023,Deposit,2KA19732R7523321V,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00,"$934,143.68"
PayPal Fees,09/22/2023,Deposit,2KA19732R7523321V,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.38,"$934,147.06"
PayPal Bank 3,09/22/2023,Deposit,5DB37045AL169863W,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Note: Help for Ukraine - drones or radio
Transaction ID: 5DB37045AL169863W
https://www.paypal.com/activity/payment/5DB37045AL169863W",PayPal Bank 3,--,$95.12,"$934,242.18"
Donations directed by individuals,09/22/2023,Deposit,5DB37045AL169863W,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00,"$934,342.18"
PayPal Fees,09/22/2023,Deposit,5DB37045AL169863W,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.88,"$934,347.06"
PayPal Bank 3,09/22/2023,Deposit,58A88861VY7752320,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 58A88861VY7752320
https://www.paypal.com/activity/payment/58A88861VY7752320",PayPal Bank 3,--,$9.84,"$934,356.90"
Donations directed by individuals,09/22/2023,Deposit,58A88861VY7752320,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.80,"$934,367.70"
PayPal Fees,09/22/2023,Deposit,58A88861VY7752320,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.96,"$934,368.66"
PayPal Bank 3,09/22/2023,Deposit,9F6850864E080283U,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Note: Slava Ukraine ❤️
Transaction ID: 9F6850864E080283U
https://www.paypal.com/activity/payment/9F6850864E080283U",PayPal Bank 3,--,$18.93,"$934,387.59"
Donations directed by individuals,09/22/2023,Deposit,9F6850864E080283U,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.00,"$934,407.59"
PayPal Fees,09/22/2023,Deposit,9F6850864E080283U,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.07,"$934,408.66"
PayPal Bank 3,09/22/2023,Deposit,70E00914XW750962K,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 70E00914XW750962K
https://www.paypal.com/activity/payment/70E00914XW750962K",PayPal Bank 3,--,$24.61,"$934,433.27"
Donations directed by individuals,09/22/2023,Deposit,70E00914XW750962K,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$26.25,"$934,459.52"
PayPal Fees,09/22/2023,Deposit,70E00914XW750962K,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.64,"$934,461.16"
PayPal Bank 3,09/22/2023,Deposit,5M177173B1671941H,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 5M177173B1671941H
https://www.paypal.com/activity/payment/5M177173B1671941H",PayPal Bank 3,--,$13.85,"$934,475.01"
Donations directed by individuals,09/22/2023,Deposit,5M177173B1671941H,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$15.00,"$934,490.01"
PayPal Fees,09/22/2023,Deposit,5M177173B1671941H,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.15,"$934,491.16"
PayPal Bank 3,09/22/2023,Deposit,4RV58857WK9494144,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 4RV58857WK9494144
https://www.paypal.com/activity/payment/4RV58857WK9494144",PayPal Bank 3,--,$24.61,"$934,515.77"
Donations directed by individuals,09/22/2023,Deposit,4RV58857WK9494144,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$26.25,"$934,542.02"
PayPal Fees,09/22/2023,Deposit,4RV58857WK9494144,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.64,"$934,543.66"
PayPal Bank 3,09/22/2023,Deposit,9ND56190CP450130E,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 9ND56190CP450130E
https://www.paypal.com/activity/payment/9ND56190CP450130E",PayPal Bank 3,--,$47.31,"$934,590.97"
Donations directed by individuals,09/22/2023,Deposit,9ND56190CP450130E,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$50.00,"$934,640.97"
PayPal Fees,09/22/2023,Deposit,9ND56190CP450130E,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.69,"$934,643.66"
PayPal Bank 3,09/22/2023,Deposit,0LL03304GU8545620,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 0LL03304GU8545620
https://www.paypal.com/activity/payment/0LL03304GU8545620",PayPal Bank 3,--,$18.63,"$934,662.29"
Donations directed by individuals,09/22/2023,Deposit,0LL03304GU8545620,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.00,"$934,682.29"
PayPal Fees,09/22/2023,Deposit,0LL03304GU8545620,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.37,"$934,683.66"
PayPal Bank 3,09/22/2023,Deposit,2EA43382GT479102T,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 2EA43382GT479102T
https://www.paypal.com/activity/payment/2EA43382GT479102T",PayPal Bank 3,--,$246.13,"$934,929.79"
Donations directed by individuals,09/22/2023,Deposit,2EA43382GT479102T,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$257.94,"$935,187.73"
PayPal Fees,09/22/2023,Deposit,2EA43382GT479102T,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$11.81,"$935,199.54"
PayPal Bank 3,09/22/2023,Deposit,8SA8264220360823G,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 8SA8264220360823G
https://www.paypal.com/activity/payment/8SA8264220360823G",PayPal Bank 3,--,$95.12,"$935,294.66"
Donations directed by individuals,09/22/2023,Deposit,8SA8264220360823G,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00,"$935,394.66"
PayPal Fees,09/22/2023,Deposit,8SA8264220360823G,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.88,"$935,399.54"
PayPal Bank 3,09/22/2023,Deposit,87L899984U9956309,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 87L899984U9956309
https://www.paypal.com/activity/payment/87L899984U9956309",PayPal Bank 3,--,$9.07,"$935,408.61"
Donations directed by individuals,09/22/2023,Deposit,87L899984U9956309,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.00,"$935,418.61"
PayPal Fees,09/22/2023,Deposit,87L899984U9956309,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.93,"$935,419.54"
PayPal Bank 3,09/22/2023,Deposit,3EE149827L948903F,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 3EE149827L948903F
https://www.paypal.com/activity/payment/3EE149827L948903F",PayPal Bank 3,--,$47.31,"$935,466.85"
Donations directed by individuals,09/22/2023,Deposit,3EE149827L948903F,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$50.00,"$935,516.85"
PayPal Fees,09/22/2023,Deposit,3EE149827L948903F,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.69,"$935,519.54"
PayPal Bank 3,09/22/2023,Deposit,3MH71497NY926132G,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 3MH71497NY926132G
https://www.paypal.com/activity/payment/3MH71497NY926132G",PayPal Bank 3,--,$193.73,"$935,713.27"
Donations directed by individuals,09/22/2023,Deposit,3MH71497NY926132G,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$200.00,"$935,913.27"
PayPal Fees,09/22/2023,Deposit,3MH71497NY926132G,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$6.27,"$935,919.54"
PayPal Bank 3,09/22/2023,Deposit,3Y275421TU271090K,09 MSU RESTR,"Subject: MobileShowers
Transaction ID: 3Y275421TU271090K
https://www.paypal.com/activity/payment/3Y275421TU271090K",PayPal Bank 3,--,$100.00,"$936,019.54"
Donations directed by individuals,09/22/2023,Deposit,3Y275421TU271090K,09 MSU RESTR,Mobile Shower/Laundry Units - Mobile Shower/Laundry Units,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48,"$936,123.02"
PayPal Fees,09/22/2023,Deposit,3Y275421TU271090K,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.48,"$936,126.50"
PayPal Bank 3,09/22/2023,Deposit,933013636F959612X,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 933013636F959612X
https://www.paypal.com/activity/payment/933013636F959612X",PayPal Bank 3,--,$23.41,"$936,149.91"
Donations directed by individuals,09/22/2023,Deposit,933013636F959612X,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$25.00,"$936,174.91"
PayPal Fees,09/22/2023,Deposit,933013636F959612X,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.59,"$936,176.50"
PayPal Bank 3,09/22/2023,Deposit,4YG83299GG0176530,09 MSU RESTR,"Subject: GeneralPage
Transaction ID: 4YG83299GG0176530
https://www.paypal.com/activity/payment/4YG83299GG0176530",PayPal Bank 3,--,$48.06,"$936,224.56"
Donations directed by individuals,09/22/2023,Deposit,4YG83299GG0176530,09 MSU RESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$50.00,"$936,274.56"
PayPal Fees,09/22/2023,Deposit,4YG83299GG0176530,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.94,"$936,276.50"
PayPal Bank 3,09/22/2023,Deposit,38N23025HS018782L,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Note: Слава Україні!
Transaction ID: 38N23025HS018782L
https://www.paypal.com/activity/payment/38N23025HS018782L",PayPal Bank 3,--,$50.00,"$936,326.50"
Donations directed by individuals,09/22/2023,Deposit,38N23025HS018782L,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99,"$936,378.49"
PayPal Fees,09/22/2023,Deposit,38N23025HS018782L,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99,"$936,380.48"
PayPal Bank 3,09/22/2023,Deposit,43X98245N2932501D,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 43X98245N2932501D
https://www.paypal.com/activity/payment/43X98245N2932501D",PayPal Bank 3,--,$4.91,"$936,385.39"
Donations directed by individuals,09/22/2023,Deposit,43X98245N2932501D,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$5.65,"$936,391.04"
